Word	Occurrences	Reference
igelo               	1	2TH 1:3
Igeo                	1	MRK 6:20
Igeto               	72
igeto               	56
igetoba             	1	MRK 13:7
igetohauveve        	1	MAT 9:37
igetola             	1	MRK 11:17
igevalivelu         	1	2PE 3:1
Igw                 	1	2TI 2:4
ii                  	39
Ii                  	6
iiale               	1	MAT 14:21
iidiu               	1	MAT 21:7
iie                 	1	MAT 9:14
iiee                	1	MRK 15:23
iige                	4
Iige                	1	2TH 1:4
iiige               	1	MAT 15:11
iilaeabe            	1	2CO 10:6
iilake              	1	MRK 4:14
Iisege              	1	MAT 13:5
iisi                	1	MRK 6:36
iisto               	1	1CO 7:18
Iito                	1	ROM 2:25
iiu                 	1	MAT 13:41
iiva                	3
iive                	1	MAT 20:23
Iive                	1	MRK 4:18
ikavalive           	1	MRK 2:26
ikokota             	2
Ikoniumu            	1	2TI 3:11
ila                 	7
Ila                 	3
ilabo               	2
Ilabo               	1	LUK 8:31
Ilai                	1	MAT 27:49
Ilaidia             	20
Ilaidiala           	2
Ilaidiale           	2
Ilaidiati           	1	MAT 17:3
ILaidiati           	1	LUK 9:30
Ilaidiau            	5
ilaidiau            	1	MRK 9:4
Ilaisau             	1	LUK 1:17
ilake               	1	1CO 15:31
ileveni             	3
ili                 	1	MAT 23:25
ilida               	1	LUK 14:29
Ililikami           	1	ROM 15:19
ililoho             	1	LUK 14:22
ililohoge           	1	MAT 13:48
ililohoi            	12
ililoholu           	4
ililohovolu         	1	MAT 15:37
ilive               	5
ilivelu             	52
Ilivelu             	8
iliveluagau         	1	1TI 4:3
ilivelubele         	2
ilivelubelel        	1	LUK 1:15
ilogo               	9
Ilogo               	4
ilogoto             	8
Iloho               	5
iloho               	5
ilohoi              	1	MRK 6:43
Ilsu                	1	REV 14:12
ilu                 	32
iluaga              	7
ilubele             	1	MAT 9:15
iluvielu            	1	MRK 16:12
iluvilivelu         	1	1TH 5:3
iluvisi             	28
iluvisitai          	1	MAT 26:33
iluvisiteve         	1	MRK 13:18
Imanuelo            	1	MAT 1:23
imi                 	1	2TI 2:6
imida               	1	MAT 25:35
imili               	1	1PE 3:7
imiliabe            	2
imiliagei           	1	1TI 5:5
imiliai             	1	LUK 16:3
imiliava            	1	ROM 10:20
imiliavage          	5
imiliavageve        	1	1TH 5:17
imiliavai           	4
imiliavale          	1	ROM 10:13
imiliavalu          	2
imiliavaluaga       	1	JAS 1:6
Imiliavave          	1	2TH 3:1
imiliave            	3
imiliavegei         	1	ACT 3:2
imiliavei           	1	MRK 10:46
imiliavelivelu      	2
imiliavelu          	2
imiliaveva          	1	LUK 18:35
imiliaviva          	5
imilie              	1	2CO 12:13
Immanuel            	1	MAT 1:23
indai               	1	REV 2:7
inele               	1	COL 2:16
inoai               	1	REV 1:16
inoasege            	1	REV 1:16
inogo               	1	MAT 25:36
inohole             	21
inohove             	1	1PE 1:21
inohovele           	15
Inokau              	1	HEB 11:5
inote               	1	REV 2:16
inu                 	2
inule               	2
inuta               	3
inutela             	1	MRK 2:10
inuteo              	2
inuvele             	1	LUK 13:13
inuveu              	1	LUK 13:11
investiale          	1	MAT 25:22
investiavalu        	1	MAT 25:17
io                  	1	REV 17:10
ionale              	1	LUK 14:17
ionalu              	1	LUK 14:16
ioni                	9
ionive              	9
ioniveu             	1	EPH 5:33
is                  	6
isaevege            	1	HEB 11:35
isagau              	2
isagaule            	1	JHN 6:54
isage               	39
isagegabo           	1	LUK 20:35
isagei              	3
isagevale           	2
isageve             	1	MAT 10:8
isagevege           	2
isai                	7
isaige              	1	ACT 4:10
isaive              	1	JHN 10:17
Isaka               	1	REV 7:7
Isalala             	1	2CO 3:14
Isalalaea           	1	MAT 8:10
isale               	4
isalivelu           	1	MRK 15:31
isasege             	1	ACT 12:7
isate               	1	LUK 23:31
Isege               	353
isege               	369
IsegeIesu           	1	MAT 8:24
isegetaitasi        	1	2TI 4:10
isegeto             	9
Isegeto             	8
isehe               	2
Isehe               	1	GAL 6:8
ISELAELA            	1	MAT 10:23
Iselaela            	5
Iselala             	69
iselala             	2
iselalaea           	3
Iselalaea           	16
Iselalaeale         	1	LUK 2:26
Iselalaele          	1	LUK 7:9
iselalai            	1	2CO 8:15
Iselalalaea         	1	ACT 13:23
Iselalalea          	1	JHN 1:47
isesule             	1	REV 17:10
isge                	1	JHN 19:18
isho                	1	ACT 27:28
Isholo              	1	REV 18:6
isi                 	1734
Isi                 	632
isia                	1	ACT 16:7
isiale              	1	MAT 27:15
isiavale            	1	2TI 2:22
isie                	1	MAT 10:37
Isige               	1	MAT 11:2
isige               	4
isiho               	1	LUK 2:24
isii                	13
isikaliot           	1	MAT 10:4
Isikaliot           	1	LUK 6:16
Isikaliota          	3
Isikalioti          	2
Isiki               	1	MRK 12:26
Isio                	5
isioho              	1	MAT 5:32
isiot               	1	HEB 3:5
isis                	3
isisege             	1	MAT 17:15
isitai              	1	MAT 21:19
Isitai              	1	MRK 5:41
isite               	1	MAT 11:23
isiti               	10
Isiti               	1	LUK 13:29
isitilu             	1	MAT 16:7
Isito               	783
isito               	1163
ISITO               	3
Isitoa              	1	MAT 6:2
isitoba             	2
Isitota             	3
isitota             	5
isiu                	1	REV 9:20
Isiu                	1	REV 18:12
isiuie              	1	2TH 3:8
isivai              	1	MAT 3:3
isive               	2
Isive               	1	2TI 1:11
isivi               	85
Isivi               	2
isivia              	3
isiviabe            	3
isiviabela          	1	MRK 12:39
isiviabeu           	1	2PE 2:18
isiviage            	5
isiviagelive        	1	LUK 6:32
isiviai             	27
isiviaito           	1	MAT 5:43
isiviale            	20
isivialivelu        	1	MAT 24:12
isivialu            	5
isivialuaga         	1	ROM 9:22
isivialuga          	1	MAT 8:2
isiviavale          	1	JHN 21:20
isiviave            	2
isivie              	3
isivike             	1	1JN 2:16
isivile             	11
isivilega           	2
isivisivialu        	2
isivite             	1	JAS 4:7
isiviula            	1	ROM 8:8
isivive             	9
isivivele           	1	2TI 1:4
isivivle            	1	MAT 11:27
iso                 	5
Iso                 	2
isoho               	133
Isoho               	48
Isota               	1	HEB 11:20
isoto               	2
Isou                	5
iste                	1	2CO 10:1
isu                 	47
Isu                 	2
isuaga              	1	MAT 22:46
isuage              	3
isuai               	9
isuale              	4
isualivelu          	4
isualu              	7
isualuaga           	1	MAT 11:28
isue                	3
isuiabe             	4
isuige              	2
isuiva              	1	2CO 11:28
isuivale            	2
isula               	1	HEB 6:9
isulau              	1	LUK 22:44
isule               	3
Isule               	1	2CO 5:4
isuta               	15
isutadobai          	1	MAT 26:39
isute               	32
isuteai             	1	MAT 24:28
isuteale            	1	2CO 5:4
isutealu            	1	MAT 8:24
isutele             	3
isutelu             	1	REV 7:9
isuteu              	2
isuteule            	1	ACT 2:25
isutiesolilu        	1	2CO 2:5
isutieve            	1	2TH 3:8
isutievei           	1	1CO 11:22
isutigei            	1	2CO 1:23
isutigelu           	1	JHN 6:61
isutilive           	3
isutilu             	1	JHN 13:21
isuu                	4
isuvai              	1	GAL 1:9
isuve               	5
isuvele             	1	ROM 6:6
isuveu              	1	JHN 19:39
itai                	7
itaitai             	2
Itali               	1	ACT 18:2
Italia              	1	ACT 10:1
Italie              	3
italivelu           	2
itat                	1	REV 6:14
itava               	1	LUK 20:18
itavabeu            	1	JHN 19:36
itavaeabe           	1	MAT 23:27
itavata             	1	HEB 11:22
itavau              	1	LUK 24:39
itavave             	1	REV 17:16
itavavele           	1	MRK 4:28
itige               	1	2TI 2:10
itilu               	2
itisi               	1	ACT 7:29
ito                 	12
Ito                 	2
itoage              	1	JAS 5:12
ituhai              	5
Itulia              	1	LUK 3:1
iu                  	1	ACT 11:19
iubeleti            	1	REV 16:12
iubeletisi          	1	REV 9:14
iula                	2
Iunisi              	1	2TI 1:5
Iunoka              	3
Iunosi              	2
iva                 	143
Iva                 	9
ivaa                	2
ivaavoti            	1	REV 3:21
ivadua              	1	MAT 16:6
ivaevei             	5
Ivaevei             	1	LUK 23:56
ivaevelivelu        	1	JHN 12:9
ivaevelu            	12
ivaeviva            	1	MAT 25:36
ivaga               	30
Ivaga               	38
Ivagato             	1	MRK 2:20
ivagato             	1	MRK 9:9
ivagau              	1	1PE 1:13
ivage               	237
Ivage               	4
ivai                	529
iVAi                	1	REV 2:10
Ivai                	2
ivaievisi           	1	MRK 16:20
ivaigei             	1	LUK 22:39
ivaii               	1	MAT 12:47
ivaito              	14
ivaive              	11
ivala               	8
ivalabo             	1	MRK 4:12
ivalaboalogoto      	1	MAT 13:14
ivalai              	2
ivalaito            	1	JHN 6:36
ivalakoai           	1	MAT 2:2
ivalau              	4
ivale               	63
ivaleau             	1	REV 4:3
ivalebeleba         	1	JHN 1:31
ivaleke             	2
ivalela             	9
ivalelu             	2
ivalibelu           	1	JHN 7:27
ivalibelubele       	1	MRK 7:24
ivalige             	1	1TI 3:5
ivalilelu           	1	MAT 11:7
ivalive             	2
ivalivelu           	55
Ivalivelu           	5
ivaliveluga         	1	MAT 11:8
ivalogo             	1	MRK 14:66
ivalu               	111
ivaluaga            	6
ivaluage            	1	REV 1:11
ivanhuhuige         	1	REV 2:19
ivasavaevelu        	1	1TI 3:16
ivasefe             	1	ACT 8:7
ivasege             	39
ivasite             	1	1JN 4:20
ivasoleva           	1	MAT 25:43
ivasoliale          	1	ROM 10:20
ivasolilu           	2
ivasoliveve         	1	ACT 20:38
ivate               	1	1CO 15:40
ivava               	1	MAT 2:8
Ivave               	3
ivave               	45
ivaì                	1	2CO 3:2
ive                 	35
iveale              	3
ivealela            	3
ivege               	18
iVEGE               	1	REV 2:9
ivegei              	24
ivegeive            	2
ivegelu             	4
ivei                	66
Ivei                	1	ACT 19:2
iveii               	1	MAT 6:16
iveito              	2
iveive              	2
ivelivelu           	3
ivelogo             	1	1CO 14:23
ivelu               	13
iveluaga            	3
ivesege             	4
ivesolilu           	1	MAT 7:23
iveule              	1	1CO 15:36
Iveve               	1	MAT 7:14
iveve               	21
ivevebe             	1	JHN 21:5
ivevele             	1	HEB 13:9
ivi                 	176
Ivi                 	4
ivia                	2
iviabe              	10
iviabeala           	3
iviabela            	2
Iviabela            	1	REV 20:8
iviabele            	1	MAT 22:14
iviabeta            	1	MRK 5:16
iviabeu             	4
iviabeule           	1	REV 22:4
iviala              	2
iviavai             	5
iviavi              	1	MAT 24:8
ividuaso            	1	MAT 19:17
ivie                	20
iviegei             	1	JHN 13:35
iviela              	1	LUK 1:13
iviesite            	1	LUK 7:28
ivige               	11
Ivige               	2
ivigelu             	1	HEB 1:4
ivihage             	1	HEB 1:4
ivihai              	12
ivihalela           	2
iviivi              	1	1CO 15:40
ivike               	1	MRK 6:56
ivila               	39
Ivilave             	1	REV 6:6
ivile               	98
ivilega             	5
ivilegau            	1	MAT 12:24
iviloui             	3
ivisialuaga         	1	MRK 1:40
ivita               	13
ivitale             	1	MAT 28:19
ivitalega           	1	ACT 4:7
ivite               	6
ivitea              	2
ivitelai            	1	MRK 12:39
ivitele             	1	JHN 5:43
iviu                	11
Iviu                	1	1TI 2:14
iviudogata          	1	REV 3:12
ivivale             	4
ivive               	71
Ivive               	1	JUD 1:8
ivivela             	50
Ivivela             	1	REV 20:2
ivivele             	8
Ivivele             	1	2TH 1:12
ivivelega           	1	2CO 11:31
iviveloui           	1	REV 5:12
ivivelu             	2
iviveti             	1	LUK 20:24
iviveu              	5
iviveule            	2
ivivolela           	1	ACT 1:23
ivluaga             	1	JHN 11:57
ivogi               	4
ivogiabe            	1	2TI 3:8
ivogiveta           	1	JHN 10:20
ivolo               	1	LUK 7:34
ivsege              	1	REV 13:14
ivu                 	37
ivuai               	1	ACT 7:29
ivuaito             	1	MRK 12:19
ivuale              	1	LUK 14:20
ivualivelu          	1	1CO 7:9
ivue                	4
Ivue                	1	REV 14:4
ivula               	1	MAT 14:3
ivulakeu            	1	MAT 22:28
ivulu               	4
ivuluaga            	1	1CO 7:28
ivute               	2
ivuti               	3
ivuve               	2
Ivuve               	1	ACT 24:24
ivuveta             	1	MAT 18:25
ivuveu              	2
ivuvu               	8
ivuvuai             	2
ivuvuale            	1	1CO 7:28
ivuvualu            	1	1CO 7:27
ivuvue              	1	1CO 7:27
ivuvuia             	1	1CO 7:33
ivuvuiabe           	1	1TI 3:11
ivuvuiali           	2
ivuvuivale          	2
ivvuvulai           	1	EPH 5:25
ja                  	1	2TI 2:3
Jale                	3
Jew                 	1	MAT 28:15
jezebel             	1	REV 2:20
John                	2
Joseph              	1	MAT 27:57
k                   	1	MAT 11:29
K                   	1	PHM 1:1
ka                  	6
kaa                 	2
KABADOSIA           	1	1PE 1:1
kabaiale            	1	MAT 11:30
kabailivelu         	1	JHN 8:33
kabaisi             	21
kabaisive           	1	MAT 16:24
kabasi              	2
Kabenamu            	4
kabenamue           	1	MAT 4:13
Kabenamue           	5
Kabeniamu           	4
Kabeniamue          	2
kabenita            	2
kabitisi            	1	ACT 19:33
kAbo                	1	2CO 11:24
